Employee_ID,Department,Job_Role,Monthly_Income,Attrition,risk_score,Risk_Category
1136,"Research & Development","Research Scientist",3201,No,2,Medium
1150,"Research & Development","Manufacturing Director",5056,No,2,Medium
1158,"Research & Development","Laboratory Technician",4766,No,2,Medium
1180,"Research & Development","Research Scientist",4422,No,2,Medium
1195,"Research & Development","Research Scientist",4477,No,2,Medium
1198,"Research & Development","Laboratory Technician",3033,No,2,Medium
1218,Sales,"Sales Executive",8966,No,2,Medium
1224,"Research & Development","Laboratory Technician",3491,No,2,Medium
1225,"Research & Development","Research Scientist",4541,No,2,Medium
1233,Sales,"Sales Executive",5220,No,2,Medium
1235,"Research & Development","Research Scientist",4998,No,2,Medium
1237,"Research & Development","Manufacturing Director",10252,No,2,Medium
1243,Sales,"Sales Executive",10377,No,2,Medium
1251,"Research & Development","Healthcare Representative",6833,No,2,Medium
1260,"Research & Development","Healthcare Representative",6623,No,2,Medium
1268,Sales,"Sales Executive",8380,No,2,Medium
1278,"Research & Development","Healthcare Representative",13577,No,2,Medium
1281,Sales,"Sales Executive",4538,No,2,Medium
1282,Sales,Manager,19847,No,2,Medium
1285,"Research & Development","Laboratory Technician",4444,No,2,Medium
1291,"Research & Development","Research Scientist",3506,No,2,Medium
1296,"Research & Development","Laboratory Technician",3867,No,2,Medium
1298,"Research & Development","Manufacturing Director",4695,No,2,Medium
1307,"Research & Development",Manager,17123,No,2,Medium
1311,"Research & Development","Laboratory Technician",4627,No,2,Medium
1314,"Human Resources","Human Resources",3423,No,2,Medium
1315,"Research & Development","Laboratory Technician",6674,No,2,Medium
1317,"Research & Development","Research Director",16880,No,2,Medium
1324,Sales,"Sales Executive",9852,No,2,Medium
1329,Sales,"Sales Executive",6151,No,2,Medium
1334,"Research & Development",Manager,17861,No,2,Medium
1346,"Research & Development","Research Scientist",4661,No,2,Medium
1350,"Research & Development","Research Scientist",4249,No,2,Medium
1352,"Human Resources",Manager,14026,No,2,Medium
1356,Sales,"Sales Executive",6125,No,2,Medium
1362,Sales,"Sales Executive",4639,No,2,Medium
1373,"Research & Development","Manufacturing Director",13402,No,2,Medium
1375,"Research & Development","Healthcare Representative",6377,No,2,Medium
1377,"Research & Development","Laboratory Technician",5429,No,2,Medium
1390,Sales,"Sales Executive",6120,No,2,Medium
1392,"Research & Development","Research Scientist",5467,No,2,Medium
1396,Sales,"Sales Executive",4078,No,2,Medium
1401,"Research & Development","Manufacturing Director",13247,No,2,Medium
1403,Sales,"Sales Executive",5769,No,2,Medium
1419,"Human Resources","Human Resources",7988,No,2,Medium
1423,"Research & Development","Research Director",19701,No,2,Medium
1436,Sales,"Sales Executive",5647,No,2,Medium
1445,Sales,"Sales Executive",4162,No,2,Medium
1465,"Research & Development","Manufacturing Director",9380,No,2,Medium
1480,"Research & Development","Laboratory Technician",3673,No,2,Medium
1496,"Research & Development","Manufacturing Director",10209,No,2,Medium
1501,"Research & Development","Healthcare Representative",4035,No,2,Medium
1503,Sales,"Sales Executive",4591,No,2,Medium
1515,"Research & Development","Healthcare Representative",6388,No,2,Medium
1535,Sales,"Sales Executive",7083,No,2,Medium
1539,"Research & Development","Research Director",14411,No,2,Medium
1547,"Research & Development","Healthcare Representative",10124,No,2,Medium
1548,Sales,"Sales Executive",5473,No,2,Medium
1550,"Human Resources",Manager,16437,No,2,Medium
1552,"Research & Development","Healthcare Representative",4069,No,2,Medium
1553,"Research & Development","Healthcare Representative",7441,No,2,Medium
1557,Sales,"Sales Executive",6439,No,2,Medium
1560,Sales,"Sales Executive",6392,No,2,Medium
1582,Sales,"Sales Executive",9924,No,2,Medium
1587,"Research & Development","Healthcare Representative",6142,No,2,Medium
1591,Sales,Manager,19331,No,2,Medium
1596,"Research & Development","Laboratory Technician",3407,No,2,Medium
1597,"Research & Development","Healthcare Representative",5063,No,2,Medium
1606,"Research & Development","Healthcare Representative",11245,No,2,Medium
1608,"Research & Development","Research Director",19049,No,2,Medium
1611,"Research & Development","Laboratory Technician",5769,No,2,Medium
1612,Sales,"Sales Executive",4385,No,2,Medium
1614,"Research & Development","Manufacturing Director",4663,No,2,Medium
1615,"Research & Development","Manufacturing Director",4724,No,2,Medium
1618,"Research & Development","Manufacturing Director",5377,No,2,Medium
1622,"Research & Development","Manufacturing Director",4877,No,2,Medium
1638,"Research & Development","Manufacturing Director",7756,No,2,Medium
1641,"Research & Development","Manufacturing Director",7945,No,2,Medium
1642,"Human Resources","Human Resources",5743,No,2,Medium
1646,"Research & Development","Research Scientist",3760,No,2,Medium
1658,"Research & Development","Research Scientist",5433,No,2,Medium
1661,"Research & Development","Healthcare Representative",13966,No,2,Medium
1678,Sales,"Sales Executive",7082,No,2,Medium
1681,Sales,"Sales Executive",5368,No,2,Medium
1683,"Human Resources","Human Resources",3195,No,2,Medium
1703,"Research & Development","Healthcare Representative",7879,No,2,Medium
1704,"Research & Development","Research Scientist",4930,No,2,Medium
1710,Sales,"Sales Representative",4502,No,2,Medium
1720,"Research & Development","Research Scientist",3433,No,2,Medium
1732,Sales,"Sales Executive",10368,No,2,Medium
1753,"Research & Development","Healthcare Representative",6294,No,2,Medium
1766,"Research & Development","Healthcare Representative",5811,No,2,Medium
1774,Sales,"Sales Executive",4001,No,2,Medium
1775,"Research & Development","Manufacturing Director",12965,No,2,Medium
1784,Sales,"Sales Executive",5468,No,2,Medium
1789,"Research & Development","Research Director",19328,No,2,Medium
1790,"Research & Development","Healthcare Representative",8321,No,2,Medium
1798,"Research & Development","Research Scientist",3143,No,2,Medium
1814,"Research & Development","Healthcare Representative",6870,No,2,Medium
1815,Sales,"Sales Executive",10447,No,2,Medium
1827,"Research & Development","Manufacturing Director",10333,No,2,Medium
1829,"Research & Development","Healthcare Representative",4448,No,2,Medium
1835,Sales,"Sales Representative",5405,No,2,Medium
1837,"Research & Development","Research Director",15787,No,2,Medium
1845,Sales,"Sales Executive",5154,No,2,Medium
1847,"Research & Development","Research Scientist",6962,No,2,Medium
1849,Sales,"Sales Executive",5675,No,2,Medium
1864,Sales,"Sales Representative",3540,No,2,Medium
1870,"Research & Development","Research Scientist",4774,No,2,Medium
1880,Sales,"Sales Executive",5673,No,2,Medium
1882,Sales,"Sales Executive",9713,No,2,Medium
1885,"Research & Development","Research Scientist",4284,No,2,Medium
1886,"Research & Development","Manufacturing Director",4788,No,2,Medium
1892,"Research & Development",Manager,16823,No,2,Medium
1912,Sales,"Sales Executive",6583,No,2,Medium
1915,Sales,"Sales Executive",8103,No,2,Medium
1927,Sales,"Sales Executive",6834,No,2,Medium
1936,"Research & Development","Manufacturing Director",5151,No,2,Medium
1938,Sales,Manager,17875,No,2,Medium
1943,Sales,"Sales Executive",5087,No,2,Medium
1948,"Research & Development","Research Scientist",3065,No,2,Medium
1954,"Research & Development","Healthcare Representative",5373,No,2,Medium
1956,"Research & Development","Research Scientist",5003,No,2,Medium
1962,Sales,"Sales Executive",5204,No,2,Medium
1973,"Human Resources",Manager,19636,No,2,Medium
1975,Sales,"Sales Executive",13341,No,2,Medium
1980,"Research & Development","Manufacturing Director",4440,No,2,Medium
1985,"Research & Development","Laboratory Technician",6323,No,2,Medium
1986,Sales,"Sales Executive",5677,No,2,Medium
1992,"Research & Development","Laboratory Technician",3977,No,2,Medium
1995,Sales,"Sales Executive",4440,No,2,Medium
1997,"Research & Development","Manufacturing Director",5321,No,2,Medium
1998,"Research & Development","Research Scientist",5410,No,2,Medium
2000,"Research & Development","Research Director",11957,No,2,Medium
2017,"Research & Development","Research Director",13744,No,2,Medium
2018,Sales,"Sales Executive",4907,No,2,Medium
2031,"Research & Development",Manager,18880,No,2,Medium
2036,Sales,"Sales Executive",5406,No,2,Medium
2040,"Human Resources","Human Resources",8837,No,2,Medium
2049,"Research & Development","Healthcare Representative",5689,No,2,Medium
2053,"Research & Development","Laboratory Technician",4025,No,2,Medium
11,"Research & Development","Laboratory Technician",2693,No,1,Low
14,"Research & Development","Laboratory Technician",2426,No,1,Low
16,"Research & Development","Research Scientist",2911,No,1,Low
18,"Research & Development","Laboratory Technician",2661,No,1,Low
30,"Research & Development","Research Scientist",1232,No,1,Low
39,"Research & Development","Laboratory Technician",2496,No,1,Low
41,"Research & Development","Laboratory Technician",2206,No,1,Low
46,"Research & Development","Research Scientist",2645,No,1,Low
49,Sales,"Sales Representative",2014,No,1,Low
53,"Research & Development","Laboratory Technician",1951,No,1,Low
54,"Research & Development","Laboratory Technician",2341,No,1,Low
63,"Research & Development","Laboratory Technician",2269,No,1,Low
88,"Research & Development","Research Scientist",2194,No,1,Low
94,"Research & Development","Research Scientist",2703,No,1,Low
95,"Research & Development","Research Scientist",2501,No,1,Low
105,"Research & Development","Research Scientist",2859,No,1,Low
113,Sales,"Sales Representative",2322,No,1,Low
116,"Research & Development","Laboratory Technician",2075,No,1,Low
132,"Research & Development","Laboratory Technician",2042,No,1,Low
134,"Research & Development","Research Scientist",2956,No,1,Low
143,"Research & Development","Research Scientist",2889,No,1,Low
144,"Research & Development","Laboratory Technician",2871,No,1,Low
150,"Research & Development","Laboratory Technician",2774,No,1,Low
155,"Research & Development","Laboratory Technician",2835,No,1,Low
159,"Research & Development","Research Scientist",2613,No,1,Low
164,"Research & Development","Research Scientist",2368,No,1,Low
169,"Research & Development","Laboratory Technician",2523,No,1,Low
194,"Research & Development","Research Scientist",2632,No,1,Low
198,"Research & Development","Laboratory Technician",2720,No,1,Low
200,"Research & Development","Laboratory Technician",2238,No,1,Low
201,"Research & Development","Laboratory Technician",1483,No,1,Low
206,"Research & Development","Laboratory Technician",2348,No,1,Low
216,Sales,"Sales Representative",2231,No,1,Low
217,"Research & Development","Research Scientist",2323,No,1,Low
218,"Research & Development","Research Scientist",2024,No,1,Low
221,"Research & Development","Research Scientist",2713,No,1,Low
227,"Research & Development","Research Scientist",2451,No,1,Low
242,"Research & Development","Research Scientist",2500,No,1,Low
245,"Research & Development","Laboratory Technician",2288,No,1,Low
247,"Research & Development","Research Scientist",2311,No,1,Low
252,"Research & Development","Research Scientist",2756,No,1,Low
260,"Research & Development","Research Scientist",2279,No,1,Low
262,"Research & Development","Research Scientist",2089,No,1,Low
286,"Research & Development","Laboratory Technician",2153,No,1,Low
305,"Research & Development","Research Scientist",2622,No,1,Low
309,"Research & Development","Research Scientist",2177,No,1,Low
321,"Human Resources","Human Resources",2267,No,1,Low
332,"Research & Development","Laboratory Technician",2232,No,1,Low
338,"Research & Development","Research Scientist",2911,No,1,Low
346,"Research & Development","Research Scientist",2340,No,1,Low
353,"Research & Development","Research Scientist",2723,No,1,Low
359,"Research & Development","Laboratory Technician",2794,No,1,Low
362,"Research & Development","Laboratory Technician",2176,No,1,Low
377,"Research & Development","Research Scientist",2070,No,1,Low
399,Sales,"Sales Representative",2789,No,1,Low
411,Sales,"Sales Representative",1200,No,1,Low
430,"Research & Development","Laboratory Technician",2455,No,1,Low
465,"Research & Development","Research Scientist",2904,No,1,Low
467,Sales,"Sales Representative",2976,No,1,Low
471,"Research & Development","Laboratory Technician",2370,No,1,Low
484,Sales,"Sales Representative",2610,No,1,Low
495,"Research & Development","Research Scientist",2201,No,1,Low
501,"Research & Development","Research Scientist",2543,No,1,Low
508,Sales,"Sales Representative",2476,No,1,Low
511,"Research & Development","Research Scientist",2244,No,1,Low
517,"Research & Development","Laboratory Technician",2576,No,1,Low
525,"Research & Development","Laboratory Technician",2258,No,1,Low
530,"Research & Development","Laboratory Technician",2218,No,1,Low
544,"Research & Development","Research Scientist",2654,No,1,Low
560,"Research & Development","Research Scientist",2886,No,1,Low
562,"Research & Development","Laboratory Technician",2097,No,1,Low
585,Sales,"Sales Representative",2983,No,1,Low
591,"Research & Development","Laboratory Technician",2093,No,1,Low
632,Sales,"Sales Representative",2400,No,1,Low
643,"Research & Development","Laboratory Technician",2127,No,1,Low
645,Sales,"Sales Representative",2096,No,1,Low
655,"Research & Development","Research Scientist",2187,No,1,Low
657,"Research & Development","Research Scientist",2836,No,1,Low
662,"Research & Development","Research Scientist",2619,No,1,Low
675,"Research & Development","Research Scientist",2773,No,1,Low
680,"Research & Development","Research Scientist",2083,No,1,Low
700,"Research & Development","Research Scientist",2045,No,1,Low
704,"Research & Development","Laboratory Technician",1281,No,1,Low
710,"Research & Development","Research Scientist",2720,No,1,Low
749,Sales,"Sales Representative",2642,No,1,Low
758,"Research & Development","Laboratory Technician",2500,No,1,Low
766,Sales,"Sales Representative",2297,No,1,Low
769,"Research & Development","Laboratory Technician",2450,No,1,Low
805,Sales,"Sales Representative",2572,No,1,Low
812,"Research & Development","Laboratory Technician",2694,No,1,Low
824,"Research & Development","Research Scientist",2700,No,1,Low
826,"Research & Development","Research Scientist",2506,No,1,Low
829,"Human Resources","Human Resources",2143,No,1,Low
834,"Research & Development","Research Scientist",2274,No,1,Low
838,"Research & Development","Research Scientist",2553,No,1,Low
850,"Research & Development","Research Scientist",1706,No,1,Low
856,"Research & Development","Research Scientist",2559,No,1,Low
878,"Human Resources","Human Resources",2342,No,1,Low
882,"Research & Development","Laboratory Technician",2314,No,1,Low
893,Sales,"Sales Representative",2899,No,1,Low
900,Sales,"Sales Representative",2973,No,1,Low
912,"Research & Development","Laboratory Technician",2532,No,1,Low
930,"Research & Development","Research Scientist",2377,No,1,Low
933,"Research & Development","Research Scientist",2318,No,1,Low
934,"Research & Development","Laboratory Technician",2008,No,1,Low
945,"Research & Development","Research Scientist",2259,No,1,Low
951,"Research & Development","Laboratory Technician",2332,No,1,Low
958,"Research & Development","Laboratory Technician",2519,No,1,Low
974,Sales,"Sales Representative",2157,No,1,Low
996,"Research & Development","Laboratory Technician",2270,No,1,Low
1001,"Research & Development","Laboratory Technician",2811,No,1,Low
1006,"Research & Development","Research Scientist",2684,No,1,Low
1012,"Research & Development","Research Scientist",1051,No,1,Low
1030,"Research & Development","Laboratory Technician",2380,No,1,Low
1044,Sales,"Sales Representative",2342,No,1,Low
1049,"Human Resources","Human Resources",2177,No,1,Low
1056,Sales,"Sales Representative",1052,No,1,Low
1060,"Research & Development","Research Scientist",2821,No,1,Low
1068,"Research & Development","Research Scientist",2007,No,1,Low
1071,"Research & Development","Research Scientist",2942,No,1,Low
1102,"Research & Development","Laboratory Technician",2207,No,1,Low
1115,"Research & Development","Research Scientist",2979,No,1,Low
1120,"Research & Development","Research Scientist",2514,No,1,Low
1135,Sales,"Sales Representative",2791,No,1,Low
1162,"Research & Development","Research Scientist",2539,No,1,Low
1172,"Research & Development","Laboratory Technician",2258,No,1,Low
1185,"Research & Development","Laboratory Technician",2376,No,1,Low
1190,Sales,"Sales Representative",2827,No,1,Low
1193,"Research & Development","Research Scientist",2552,No,1,Low
1206,"Research & Development","Research Scientist",2290,No,1,Low
1221,"Research & Development","Laboratory Technician",2741,No,1,Low
1226,Sales,"Sales Representative",2678,No,1,Low
1234,"Research & Development","Laboratory Technician",2743,No,1,Low
1238,"Research & Development","Research Scientist",2781,No,1,Low
1258,"Research & Development","Laboratory Technician",2559,No,1,Low
1259,"Research & Development","Research Scientist",2517,No,1,Low
1265,"Research & Development","Research Scientist",2585,No,1,Low
1270,"Research & Development","Research Scientist",1223,No,1,Low
1301,"Research & Development","Research Scientist",2080,No,1,Low
1303,"Research & Development","Research Scientist",2096,No,1,Low
1308,"Research & Development","Research Scientist",2372,No,1,Low
1361,"Research & Development","Laboratory Technician",2387,No,1,Low
1364,Sales,"Sales Representative",2534,No,1,Low
1368,"Research & Development","Laboratory Technician",1611,No,1,Low
1374,"Research & Development","Research Scientist",2029,No,1,Low
1382,"Research & Development","Research Scientist",2610,No,1,Low
1409,"Research & Development","Laboratory Technician",2950,No,1,Low
1431,"Research & Development","Research Scientist",2996,No,1,Low
1434,"Research & Development","Laboratory Technician",2099,No,1,Low
1441,"Research & Development","Research Scientist",2066,No,1,Low
1461,"Human Resources","Human Resources",2109,No,1,Low
1474,"Research & Development","Research Scientist",2345,No,1,Low
1482,"Research & Development","Research Scientist",1274,No,1,Low
1492,Sales,"Sales Representative",2404,No,1,Low
1495,Sales,"Sales Representative",2033,No,1,Low
1499,"Human Resources","Human Resources",2064,No,1,Low
1506,"Research & Development","Research Scientist",1563,No,1,Low
1533,"Research & Development","Laboratory Technician",2272,No,1,Low
1546,"Research & Development","Research Scientist",2132,No,1,Low
1551,"Research & Development","Laboratory Technician",2296,No,1,Low
1554,Sales,"Sales Representative",2430,No,1,Low
1558,"Research & Development","Research Scientist",2451,No,1,Low
1564,"Research & Development","Laboratory Technician",2450,No,1,Low
1577,"Research & Development","Research Scientist",2972,No,1,Low
1581,"Research & Development","Research Scientist",2061,No,1,Low
1592,"Research & Development","Research Scientist",2073,No,1,Low
1601,"Research & Development","Laboratory Technician",2690,No,1,Low
1609,"Research & Development","Research Scientist",2141,No,1,Low
1648,"Research & Development","Research Scientist",2580,No,1,Low
1657,Sales,"Sales Representative",2783,No,1,Low
1659,"Research & Development","Laboratory Technician",2013,No,1,Low
1675,"Research & Development","Laboratory Technician",2440,No,1,Low
1680,Sales,"Sales Representative",2728,No,1,Low
1698,"Research & Development","Laboratory Technician",2028,No,1,Low
1709,"Research & Development","Laboratory Technician",2974,No,1,Low
1718,"Research & Development","Laboratory Technician",2305,No,1,Low
1729,"Research & Development","Research Scientist",2862,No,1,Low
1746,"Human Resources","Human Resources",2145,No,1,Low
1760,"Research & Development","Laboratory Technician",2468,No,1,Low
1762,"Research & Development","Research Scientist",2109,No,1,Low
1764,"Research & Development","Research Scientist",2718,No,1,Low
1768,"Research & Development","Laboratory Technician",2766,No,1,Low
1772,"Research & Development","Laboratory Technician",2289,No,1,Low
1799,"Research & Development","Research Scientist",2044,No,1,Low
1805,"Human Resources","Human Resources",2592,No,1,Low
1813,"Research & Development","Research Scientist",2438,No,1,Low
1826,"Research & Development","Laboratory Technician",2705,No,1,Low
1839,"Research & Development","Research Scientist",1514,No,1,Low
1854,"Research & Development","Research Scientist",2936,No,1,Low
1856,"Research & Development","Laboratory Technician",2105,No,1,Low
1858,"Human Resources","Human Resources",2706,No,1,Low
1865,"Human Resources","Human Resources",2804,No,1,Low
1873,"Research & Development","Research Scientist",2662,No,1,Low
1875,Sales,"Sales Representative",2856,No,1,Low
1883,"Research & Development","Laboratory Technician",2062,No,1,Low
1931,"Research & Development","Research Scientist",2226,No,1,Low
1947,"Research & Development","Research Scientist",2144,No,1,Low
1949,"Research & Development","Laboratory Technician",2810,No,1,Low
1969,"Research & Development","Research Scientist",2897,No,1,Low
1982,"Research & Development","Laboratory Technician",2647,No,1,Low
1987,"Human Resources","Human Resources",2187,No,1,Low
1994,"Research & Development","Laboratory Technician",2008,No,1,Low
1999,"Research & Development","Research Scientist",2782,No,1,Low
2010,"Research & Development","Laboratory Technician",2837,No,1,Low
2012,"Research & Development","Laboratory Technician",2406,No,1,Low
2013,Sales,"Sales Representative",2269,No,1,Low
2038,"Research & Development","Research Scientist",2439,No,1,Low
2048,"Research & Development","Research Scientist",2809,No,1,Low
2051,"Research & Development","Research Scientist",2001,No,1,Low
2052,"Research & Development","Research Scientist",2977,No,1,Low
2060,Sales,"Sales Representative",2966,No,1,Low
2061,"Research & Development","Laboratory Technician",2571,No,1,Low
2,"Research & Development","Research Scientist",5130,No,0,Low
7,"Research & Development","Laboratory Technician",3468,No,0,Low
8,"Research & Development","Laboratory Technician",3068,No,0,Low
12,"Research & Development","Manufacturing Director",9526,No,0,Low
20,"Research & Development","Manufacturing Director",9980,No,0,Low
23,Sales,Manager,15427,No,0,Low
26,"Research & Development","Manufacturing Director",4011,No,0,Low
28,"Research & Development","Research Director",11994,No,0,Low
32,"Research & Development",Manager,19094,No,0,Low
35,Sales,"Sales Executive",6825,No,0,Low
36,"Research & Development","Healthcare Representative",10248,No,0,Low
38,Sales,Manager,18947,No,0,Low
52,Sales,"Sales Executive",5376,No,0,Low
56,Sales,"Sales Executive",8726,No,0,Low
57,"Research & Development","Laboratory Technician",4011,No,0,Low
61,"Research & Development","Research Scientist",3022,No,0,Low
74,Sales,"Sales Executive",9069,No,0,Low
76,"Research & Development","Laboratory Technician",5915,No,0,Low
77,"Research & Development","Manufacturing Director",5993,No,0,Low
81,Sales,"Sales Executive",7637,No,0,Low
83,"Research & Development","Healthcare Representative",10096,No,0,Low
85,"Research & Development","Manufacturing Director",6499,No,0,Low
86,"Research & Development","Research Scientist",9724,No,0,Low
91,Sales,"Sales Executive",5473,No,0,Low
96,"Research & Development","Research Scientist",6220,No,0,Low
97,"Research & Development","Laboratory Technician",3038,No,0,Low
98,"Research & Development","Manufacturing Director",4424,No,0,Low
100,Sales,"Sales Executive",4312,No,0,Low
102,"Research & Development","Research Director",13664,No,0,Low
106,Sales,"Sales Executive",10239,No,0,Low
110,"Research & Development","Manufacturing Director",4325,No,0,Low
112,"Research & Development","Manufacturing Director",7260,No,0,Low
119,"Research & Development","Healthcare Representative",13503,No,0,Low
129,Sales,"Sales Executive",4221,No,0,Low
131,Sales,"Sales Executive",13872,No,0,Low
138,"Research & Development","Research Scientist",4809,No,0,Low
139,"Research & Development","Healthcare Representative",5163,No,0,Low
140,"Human Resources",Manager,18844,No,0,Low
151,"Research & Development","Research Scientist",4505,No,0,Low
152,Sales,"Sales Executive",7428,No,0,Low
153,"Research & Development",Manager,11631,No,0,Low
154,Sales,"Sales Executive",9738,No,0,Low
160,Sales,"Sales Executive",6146,No,0,Low
162,"Research & Development","Research Director",19537,No,0,Low
171,"Research & Development","Research Scientist",4739,No,0,Low
174,Sales,"Sales Executive",9208,No,0,Low
178,"Research & Development","Manufacturing Director",4941,No,0,Low
183,Sales,"Sales Executive",8639,No,0,Low
192,"Research & Development","Research Scientist",3452,No,0,Low
195,Sales,"Sales Executive",4668,No,0,Low
197,"Research & Development","Research Scientist",3204,No,0,Low
199,"Research & Development",Manager,17181,No,0,Low
202,"Research & Development","Research Scientist",5605,No,0,Low
204,Sales,"Sales Executive",7295,No,0,Low
207,Sales,"Sales Executive",8998,No,0,Low
208,"Research & Development","Manufacturing Director",4319,No,0,Low
211,"Research & Development","Manufacturing Director",6132,No,0,Low
215,Sales,"Sales Executive",10855,No,0,Low
226,"Research & Development",Manager,19926,No,0,Low
228,Sales,"Sales Executive",9419,No,0,Low
230,Sales,"Sales Executive",8686,No,0,Low
231,"Research & Development","Research Scientist",3038,No,0,Low
244,Sales,"Sales Executive",10453,No,0,Low
249,"Research & Development","Laboratory Technician",3690,No,0,Low
250,"Research & Development","Manufacturing Director",4450,No,0,Low
253,"Research & Development",Manager,19033,No,0,Low
254,"Research & Development","Research Director",18722,No,0,Low
256,"Research & Development","Manufacturing Director",9547,No,0,Low
258,"Research & Development","Healthcare Representative",13734,No,0,Low
259,"Research & Development",Manager,19999,No,0,Low
264,"Research & Development",Manager,16792,No,0,Low
269,"Research & Development","Laboratory Technician",4425,No,0,Low
270,"Research & Development","Manufacturing Director",5265,No,0,Low
271,"Research & Development","Manufacturing Director",6553,No,0,Low
273,"Research & Development","Manufacturing Director",6261,No,0,Low
274,"Research & Development","Manufacturing Director",4298,No,0,Low
287,"Research & Development","Healthcare Representative",4876,No,0,Low
288,"Research & Development","Healthcare Representative",9396,No,0,Low
292,"Research & Development","Manufacturing Director",8474,No,0,Low
293,Sales,"Sales Executive",9981,No,0,Low
296,"Research & Development","Research Director",12490,No,0,Low
302,Sales,"Sales Executive",8865,No,0,Low
303,Sales,"Sales Executive",5940,No,0,Low
304,"Research & Development","Laboratory Technician",5914,No,0,Low
307,Sales,"Sales Executive",10609,No,0,Low
308,"Research & Development","Manufacturing Director",4345,No,0,Low
312,Sales,"Sales Executive",7918,No,0,Low
314,Sales,"Sales Executive",8789,No,0,Low
316,"Research & Development","Laboratory Technician",3212,No,0,Low
319,"Research & Development",Manager,19232,No,0,Low
323,Sales,Manager,19517,No,0,Low
330,Sales,"Sales Representative",3931,No,0,Low
333,Sales,"Sales Executive",4465,No,0,Low
335,"Research & Development","Research Scientist",3319,No,0,Low
336,"Research & Development",Manager,19202,No,0,Low
337,"Research & Development","Research Director",13675,No,0,Low
341,"Research & Development","Manufacturing Director",6434,No,0,Low
343,"Research & Development","Healthcare Representative",10938,No,0,Low
349,Sales,"Sales Executive",6931,No,0,Low
350,"Research & Development","Manufacturing Director",4898,No,0,Low
352,"Research & Development","Research Director",19436,No,0,Low
366,Sales,"Sales Executive",6644,No,0,Low
369,"Research & Development","Healthcare Representative",4000,No,0,Low
378,Sales,"Sales Executive",6502,No,0,Low
379,"Research & Development","Research Scientist",3230,No,0,Low
381,"Research & Development",Manager,11996,No,0,Low
388,Sales,"Sales Executive",4554,No,0,Low
393,"Research & Development","Healthcare Representative",5745,No,0,Low
395,"Research & Development","Research Scientist",3310,No,0,Low
404,Sales,"Sales Executive",13525,No,0,Low
406,Sales,"Sales Executive",8020,No,0,Low
407,"Research & Development","Laboratory Technician",3688,No,0,Low
408,"Research & Development","Manufacturing Director",5482,No,0,Low
410,Sales,Manager,16015,No,0,Low
412,"Research & Development","Healthcare Representative",5661,No,0,Low
417,"Research & Development","Healthcare Representative",9613,No,0,Low
419,"Research & Development","Laboratory Technician",5674,No,0,Low
420,Sales,"Sales Executive",5484,No,0,Low
421,"Research & Development","Research Director",12061,No,0,Low
424,"Human Resources","Human Resources",6410,No,0,Low
428,"Research & Development",Manager,11878,No,0,Low
438,Sales,"Sales Executive",7547,No,0,Low
439,"Research & Development","Research Scientist",5055,No,0,Low
441,"Research & Development","Research Scientist",5775,No,0,Low
442,"Research & Development","Manufacturing Director",8943,No,0,Low
444,"Research & Development",Manager,19272,No,0,Low
446,Sales,"Sales Executive",4682,No,0,Low
447,"Research & Development","Research Director",18300,No,0,Low
448,"Research & Development","Laboratory Technician",5257,No,0,Low
450,"Research & Development","Research Scientist",4869,No,0,Low
455,"Research & Development","Laboratory Technician",3983,No,0,Low
456,Sales,"Sales Executive",6118,No,0,Low
458,Sales,"Sales Executive",6214,No,0,Low
460,"Research & Development","Manufacturing Director",6347,No,0,Low
464,"Research & Development","Manufacturing Director",8095,No,0,Low
468,"Research & Development","Research Director",15992,No,0,Low
469,Sales,"Sales Executive",4649,No,0,Low
477,"Research & Development","Healthcare Representative",6781,No,0,Low
479,Sales,"Sales Executive",6653,No,0,Low
481,Sales,"Sales Executive",9699,No,0,Low
482,"Research & Development","Healthcare Representative",6755,No,0,Low
486,"Research & Development","Laboratory Technician",3452,No,0,Low
487,"Research & Development","Manufacturing Director",5258,No,0,Low
491,"Research & Development","Healthcare Representative",10496,No,0,Low
496,"Research & Development","Healthcare Representative",6540,No,0,Low
497,"Research & Development","Laboratory Technician",3816,No,0,Low
498,Sales,"Sales Executive",5253,No,0,Low
499,"Research & Development","Healthcare Representative",10965,No,0,Low
500,Sales,"Sales Executive",4936,No,0,Low
513,Sales,"Sales Executive",7596,No,0,Low
516,Sales,"Sales Executive",5715,No,0,Low
520,"Research & Development","Research Director",14336,No,0,Low
521,"Research & Development","Laboratory Technician",3448,No,0,Low
523,Sales,"Sales Executive",6538,No,0,Low
532,Sales,"Sales Executive",13212,No,0,Low
533,Sales,"Sales Executive",6577,No,0,Low
534,Sales,"Sales Executive",8392,No,0,Low
536,"Research & Development","Laboratory Technician",4558,No,0,Low
546,"Research & Development",Manager,16555,No,0,Low
547,"Research & Development","Research Scientist",4556,No,0,Low
548,"Research & Development","Manufacturing Director",6091,No,0,Low
550,"Research & Development","Manufacturing Director",4810,No,0,Low
551,"Research & Development","Healthcare Representative",4523,No,0,Low
558,Sales,Manager,18041,No,0,Low
564,"Research & Development","Research Director",11935,No,0,Low
567,Sales,"Sales Executive",8412,No,0,Low
568,Sales,Manager,14118,No,0,Low
569,"Research & Development",Manager,17046,No,0,Low
573,Sales,"Sales Executive",10266,No,0,Low
574,"Research & Development","Manufacturing Director",5070,No,0,Low
575,"Research & Development","Research Director",17861,No,0,Low
